EntityNumber,EntityContact,ContactType,Value
0687.554.509,ENT,TEL,03/411 27 27
0688.547.966,ENT,TEL,03/663 88 07
0689.863.307,ENT,TEL,0479482716
0689.863.307,ENT,EMAIL,steven@templ8.be
0690.668.110,ENT,EMAIL,hello@ame-antwerp.com
0690.668.110,ENT,WEB,www.ame-antwerp.com
0690.770.454,ENT,EMAIL,sellesja@gmail.com
0691.737.484,ENT,TEL,0476 84 78 06
0691.909.116,ENT,TEL,0032 3 213 44 31
0691.909.116,ENT,EMAIL,willem.vannoten@vivaldisinterim.be
0691.909.116,ENT,WEB,www.vivaldisinterim.be
0693.727.964,ENT,TEL,03/219 63 93
0693.744.988,ENT,TEL,052/42 38 76
0693.744.988,ENT,EMAIL,filip@cpo.accountants
0693.908.801,ENT,TEL,003233764607
0693.908.801,ENT,EMAIL,michiel@dockflow.com
0693.908.801,ENT,EMAIL,info@dockflow.com
0693.908.801,ENT,WEB,dockflow.com
0693.908.801,ENT,WEB,www.dockflow.com
0693.939.879,ENT,TEL,0495/30 85 13
0695.696.965,ENT,TEL,03/232.82.26
0695.769.320,ENT,TEL,032210859
0695.769.320,ENT,EMAIL,facturen@xerius.be
0695.802.081,ENT,EMAIL,hello@theparkplayground.be
0695.802.081,ENT,WEB,theparkplayground.com/
0696.658.750,ENT,EMAIL,joris.de.meester@oakinvest.eu
0696.876.110,ENT,EMAIL,info@petervankeer.com
0699.862.720,ENT,TEL,0499.55.49.70
0699.862.720,ENT,EMAIL,dimitri.coun@fourfive.be
0699.889.048,ENT,TEL,03/303 74 44
0700.262.301,ENT,WEB,www.beestenbos.com
0708.975.770,ENT,TEL,014 75 25 25
0708.975.770,ENT,EMAIL,daisy@mrfg.be
0708.975.770,ENT,WEB,www.mrfg.be
0711.895.965,ENT,EMAIL,firesky@firesky.eu
0711.895.965,ENT,WEB,www.firesky.eu
0711.901.311,ENT,TEL,0475/98 00 89
0712.887.048,ENT,EMAIL,anas379@hotmail.com
0713.463.407,ENT,TEL,0460971720
0713.463.407,ENT,EMAIL,kiara.laridon@gmail.com
0713.463.407,ENT,WEB,www.cerealheaven.com
0713.699.175,ENT,EMAIL,info@cadix35.com
0713.699.175,ENT,WEB,www.cadix35.be
0713.774.696,ENT,WEB,www.solventis.net
0715.847.132,ENT,TEL,03/2606111
0715.847.132,ENT,EMAIL,psaa-info@globalpsa.com
0715.847.132,ENT,WEB,www.psa-antwerp.be
0719.283.011,ENT,EMAIL,claire@collectique.eu
0719.283.011,ENT,WEB,www.collectique.eu
0719.615.284,ENT,EMAIL,hagitsaki@gmail.com
0721.542.913,ENT,TEL,0476593469
0721.542.913,ENT,EMAIL,bruno.spaas@brunospaasarchitectuur.be
0721.542.913,ENT,WEB,www.brunospaasarchitectuur.be
0721.963.773,ENT,TEL,03/2606111
0721.963.773,ENT,EMAIL,psaa-info@globalpsa.com
0721.963.773,ENT,WEB,www.psa-antwerp.be
0723.677.705,ENT,TEL,03/2606111
0723.677.705,ENT,EMAIL,psaa-info@globalpsa.com
0723.677.705,ENT,WEB,www.psa-antwerp.be
0723.749.662,ENT,EMAIL,info@horecaplus.be
0724.694.126,ENT,EMAIL,lauravanpoucke@hotmail.com
0724.737.082,ENT,TEL,0496573026
0724.737.082,ENT,EMAIL,tom.lokermans@telenet.be
0724.847.247,ENT,WEB,www.ipei.be
0725.738.063,ENT,EMAIL,I.N.S-Entrprise@hotmail.com
0725.802.302,ENT,EMAIL,info@starprojects.be
0725.977.692,ENT,TEL,+32477862037
0725.977.692,ENT,EMAIL,daems_90@hotmail.com
0726.405.878,ENT,EMAIL,kaspar@fixbouw.be
0726.405.878,ENT,WEB,www.fixbouw.be
0726.491.396,ENT,EMAIL,info@herus.be
0726.491.396,ENT,WEB,www.herus.be
0726.532.671,ENT,EMAIL,harborofmenshop@gmail.com
0726.532.671,ENT,WEB,www.harborofmen.com
0726.732.413,ENT,EMAIL,boz-altun@telenet.be
0726.823.275,ENT,EMAIL,info@mymobelity.com
0726.823.275,ENT,WEB,www.mymobelity.com
0726.896.125,ENT,EMAIL,maja.potocnik@hidromat.si
0726.963.530,ENT,EMAIL,secretariaat.bank@bankvanbreda.be
0727.448.332,ENT,TEL,032335045
0727.448.332,ENT,EMAIL,hello@lechapeau.be
0727.495.842,ENT,EMAIL,info@cappuccino-dusud.be
0727.495.842,ENT,WEB,www.cappuccino-dusud.be
0727.583.736,ENT,EMAIL,info@districtcoffee.be
0727.583.736,ENT,WEB,www.districtcoffee.be
0727.819.209,ENT,EMAIL,org@codeandgrafix.be
0727.819.209,ENT,WEB,www.codeandgrafix.be
0727.876.419,ENT,EMAIL,willems_stephanie@hotmail.com
0727.910.467,ENT,EMAIL,contact@nailand.be
0727.910.467,ENT,WEB,www.nailand.be
0727.970.845,ENT,EMAIL,welcome@vana.group
0727.970.845,ENT,WEB,www.vana.group
0728.499.890,ENT,TEL,+3236059428
0728.499.890,ENT,EMAIL,glenn@fiduhan.be
0728.564.723,ENT,EMAIL,info@iriscloset.be
0728.732.987,ENT,EMAIL,info@beauxartsantwerpen.be
0728.732.987,ENT,WEB,www.beauxartsantwerpen.be
0728.866.611,ENT,EMAIL,gudrunhespel@gmail.com
0728.866.611,ENT,WEB,www.feelgud.be
0729.555.806,ENT,TEL,+3232420550
0729.555.806,ENT,EMAIL,info@vlaamsepoort.be
0729.555.806,ENT,WEB,www.vlaamsepoort.be
0729.708.234,ENT,EMAIL,maximiliaanbeeldens@hotmail.com
0729.738.027,ENT,EMAIL,saar@manley.eu
0729.738.027,ENT,WEB,www.manley.eu
0729.770.392,ENT,EMAIL,fiscaliswr@skynet.be
0729.770.392,ENT,WEB,www.medbyrosa.be
0729.864.325,ENT,WEB,www.fbrefund.com
0730.976.162,ENT,TEL,+32 495 53 64 93
0730.976.162,ENT,EMAIL,marleen@ibloom-coach.be
0730.976.162,ENT,WEB,www.ibloom-coach.be
0731.691.388,ENT,TEL,0472235794
0731.691.388,ENT,EMAIL,peter.marien@marpa.be
0731.691.388,ENT,EMAIL,peter.marien@marpa.be
0731.697.526,ENT,EMAIL,info@babybeluga.be
0731.697.526,ENT,WEB,www.babybeluga.be
0731.777.896,ENT,TEL,+32475440730
0731.777.896,ENT,EMAIL,marco@keystreet.be
0731.779.480,ENT,EMAIL,jochendevylder@yahoo.com
0731.953.189,ENT,EMAIL,info@djefry.com
0731.953.189,ENT,WEB,www.djefry.com
0732.505.990,ENT,EMAIL,lchoc@outlook.com
0732.640.109,ENT,EMAIL,gustave@gustavegirard.be
0732.797.980,ENT,EMAIL,mjvanautgaerden@gmail.com
0732.890.527,ENT,EMAIL,charlotte.abeloos@gmail.com
0732.977.431,ENT,EMAIL,pieter.vangils@hotmail.com
0733.776.690,ENT,EMAIL,Jodiba2019@gmail.com
0733.803.020,ENT,EMAIL,thestore@pennandink-ny.com
0733.803.020,ENT,WEB,www.pennandink-ny.com
0733.921.202,ENT,TEL,0488153022
0733.921.202,ENT,EMAIL,astor.beauty@hotmail.com
0734.398.183,ENT,EMAIL,antwerp.brands@gmail.com
0734.649.294,ENT,WEB,www.anna-nina.nl
0734.984.935,ENT,EMAIL,ines@virgo.be
0735.404.510,ENT,TEL,034324188
0735.404.510,ENT,EMAIL,info@managersandmore.com
0735.404.510,ENT,WEB,managersandmore.com/en
0735.437.073,ENT,EMAIL,raf.seymus@stellarlabs.io
0735.481.120,ENT,EMAIL,info@docklands.be
0735.481.120,ENT,WEB,www.docklands.be
0735.498.540,ENT,EMAIL,info@bivt.be
0735.498.540,ENT,WEB,www.bivt.be
0735.511.309,ENT,EMAIL,info@huapii.com
0735.511.309,ENT,WEB,www.huapii.com
0735.511.903,ENT,EMAIL,gaetan@red-monkey.be
0735.535.657,ENT,EMAIL,ken.maes78@gmail.com
0735.600.191,ENT,EMAIL,info@harsalong.be
0735.663.638,ENT,EMAIL,info@teamoo.eu
0735.663.638,ENT,WEB,www.teamoo.eu
0735.742.426,ENT,EMAIL,rgvandersluijs@homec.be
0735.860.707,ENT,EMAIL,finance@smashthehouse.com
0735.860.707,ENT,WEB,www.smashthehouse.com
0736.476.161,ENT,EMAIL,info@monumint.be
0736.712.822,ENT,EMAIL,vincentgroos@live.nl
0736.712.822,ENT,WEB,vincentgroos.wixsite.com/papelote
0736.839.120,ENT,TEL,+32497149649
0736.839.120,ENT,EMAIL,jeroen@dje.be
0736.839.120,ENT,EMAIL,jeroenspinnewyn@gmail.com
0736.839.120,ENT,WEB,www.dje.be
0737.447.844,ENT,TEL,0491080314
0737.447.844,ENT,EMAIL,charlotte@iconichomesandinteriors.com
0737.457.148,ENT,EMAIL,tim.andeweg@pro-industry.be
0737.457.148,ENT,EMAIL,ssc@pro-industry.be
0737.457.148,ENT,WEB,www.pro-industry.be
0737.706.774,ENT,EMAIL,sven@prspctf.be
0737.821.788,ENT,EMAIL,info@lareinedanvers.be
0737.821.788,ENT,WEB,www.lareinedanvers.be
0737.835.448,ENT,EMAIL,finance@smashthehouse.com
0737.839.408,ENT,EMAIL,hello@prizeotel.com
0737.839.408,ENT,WEB,www.prizeotel.com
0737.936.309,ENT,EMAIL,info@mandolin.be
0737.936.309,ENT,WEB,www.mandolin.be
0738.378.153,ENT,EMAIL,info@olvc-oudleerlingen.be
0738.378.153,ENT,WEB,www.olvc-oudleerlingen.be
0738.547.013,ENT,EMAIL,helena.rodriguez@telenet.be
0738.733.786,ENT,EMAIL,isabelle.hernould@antwerpen.be
0738.755.067,ENT,EMAIL,sam@burobauer.be
0738.819.207,ENT,EMAIL,contact@thebeacon.eu
0738.819.207,ENT,WEB,thebeacon.eu
0738.819.405,ENT,EMAIL,dr.ismailova@gmail.com
0738.946.394,ENT,EMAIL,martensstijn@telenet.be
0738.959.658,ENT,EMAIL,nidscotty@hotmail.com
0738.984.206,ENT,EMAIL,bonjour@lilottogo.be
0738.984.206,ENT,WEB,www.bistrotlilot.be
0739.512.063,ENT,TEL,03 281 29 38
0739.512.063,ENT,EMAIL,vandenbroucke.peter@skynet.be
0739.549.279,ENT,EMAIL,jjdempster@gmail.com
0739.549.378,ENT,EMAIL,marjorie.schincariol@gmail.com
0739.654.197,ENT,EMAIL,info@arties.be
0739.654.197,ENT,WEB,www.arties.be
0739.802.370,ENT,EMAIL,corporate@exmar.be
0739.802.370,ENT,WEB,www.exmar.be
0739.855.721,ENT,EMAIL,sebekagubaela@gmail.com
0740.566.195,ENT,EMAIL,dvgexpertise@telenet.be
0740.619.249,ENT,EMAIL,martine@fsconsult.be
0740.649.339,ENT,EMAIL,peter.loomans@cashaca.be
0740.681.211,ENT,EMAIL,nima.postanchi@gmail.com
0740.683.387,ENT,EMAIL,rds@dg-retail.com
0740.690.812,ENT,TEL,03/3454042
0740.690.812,ENT,EMAIL,info@takeathai.be
0740.690.812,ENT,WEB,www.takeathai.be
0740.707.242,ENT,EMAIL,elvankalemKus@hotmail.com
0740.871.251,ENT,EMAIL,steven@thecintamanistone.com
0740.871.251,ENT,WEB,www.thecintamanistone.com
0740.921.929,ENT,EMAIL,kevin.haesendonckx@hotmail.com
0740.991.116,ENT,EMAIL,K.Coehorst@C-RS.be
0741.377.631,ENT,EMAIL,stefartantwerpen@gmail.com
0741.377.631,ENT,WEB,www.stefart.be
0741.482.153,ENT,TEL,0495278061
0741.482.153,ENT,EMAIL,w.m@skynet.be
0741.808.191,ENT,EMAIL,info@salvus-health.com
0741.808.191,ENT,WEB,www.salvus-health.com
0741.998.926,ENT,EMAIL,johan@barnato.eu
0741.998.926,ENT,WEB,www.barnato.be
0742.744.143,ENT,TEL,0478883341
0742.744.143,ENT,EMAIL,kg.koengoyvaerts@gmail.com
0743.437.989,ENT,EMAIL,Rutger.bevers@gmail.com
0743.458.973,ENT,TEL,0496995614
0743.458.973,ENT,EMAIL,inkfamousbe20@gmail.com
0743.458.973,ENT,EMAIL,belmans.kima@gmail.com
0743.478.274,ENT,WEB,www.newchildgallery.com
0743.575.175,ENT,EMAIL,maarten@m2if.be
0743.575.175,ENT,WEB,www.m2if.be
0743.660.594,ENT,EMAIL,hello@masuta-digital.com
0743.673.858,ENT,EMAIL,frederik.vergaert@gmail.com
0743.856.079,ENT,TEL,+32475748882
0743.856.079,ENT,EMAIL,dirk@remy.be
0743.936.154,ENT,EMAIL,admin@thegrayzone.eu
0743.936.154,ENT,WEB,www.thegrayzone.eu
0744.495.289,ENT,EMAIL,skmd@telenet.be
0744.563.189,ENT,TEL,0484 66 84 98
0744.563.189,ENT,EMAIL,m.murad@groupmurad.com
0744.580.611,ENT,EMAIL,info@in2actioncapital.be
0744.580.611,ENT,WEB,www.in2actioncapital.be
0744.588.430,ENT,EMAIL,info@pitchdrive.com
0744.588.430,ENT,WEB,www.pitchdrive.com
0744.641.086,ENT,EMAIL,studio.frederik.de.wilde@gmail.com
0744.641.086,ENT,WEB,www.frederik-de-wilde.com
0744.757.486,ENT,EMAIL,info@heranpartners.com
0744.757.486,ENT,WEB,www.heranpartners.com
0744.834.096,ENT,TEL,0486486709
0744.834.096,ENT,EMAIL,inge.smeets@stylinart.com
0745.446.483,ENT,TEL,032609595
0745.446.483,ENT,EMAIL,info@vooruitzicht.be
0745.454.205,ENT,TEL,0476964794
0745.454.205,ENT,EMAIL,info@waddesdon.eu
0745.496.864,ENT,EMAIL,info@studio84antwerp.be
0745.496.864,ENT,WEB,www.studio84antwerp.be
0745.718.974,ENT,EMAIL,kevin.dockx@gmail.com
0745.718.974,ENT,WEB,www.kevindockx.com
0745.720.954,ENT,TEL,0465367665
0745.720.954,ENT,EMAIL,support@futuremarketing.agency
0745.720.954,ENT,WEB,www.futuremarketing.agency
0745.727.585,ENT,EMAIL,sohrab@fiscaliso.be
0745.733.822,ENT,EMAIL,info@planticus.com
0745.733.822,ENT,WEB,www.planticus.com/
0745.789.547,ENT,EMAIL,admin@new-build.be
0745.789.547,ENT,WEB,www.new-build.be
0745.914.162,ENT,TEL,032255573
0745.914.162,ENT,EMAIL,filipehwillems@gmail.com
0745.914.162,ENT,WEB,www.belgavastgoed.be
0745.978.894,ENT,EMAIL,contact@dodobv.be
0745.978.894,ENT,WEB,dodobv.be
0746.506.654,ENT,EMAIL,kristof_kerkhof@hotmail.com
0746.567.428,ENT,TEL,0472380482
0746.567.428,ENT,EMAIL,info@qualis-ingenieurs.be
0746.567.428,ENT,WEB,www.qualis-ingenieurs.be
0746.572.376,ENT,EMAIL,kennyhorchert@gmail.com
0746.591.479,ENT,EMAIL,arrepatat@gmail.com
0746.766.376,ENT,EMAIL,administratie@experienceantwerp.be
0746.866.247,ENT,EMAIL,thomas.bohner@intellecteu.com
0747.662.241,ENT,EMAIL,info@heranpartners.com
0747.662.241,ENT,WEB,www.heranpartners.com
0747.670.654,ENT,TEL,+31203053460
0747.670.654,ENT,EMAIL,eric@nzanewzealand.com
0747.734.101,ENT,EMAIL,bruce@glazenwasserijdemeester.be
0747.785.965,ENT,EMAIL,els.huyghebaert@moore.be
0747.821.696,ENT,TEL,0489209521
0747.821.696,ENT,EMAIL,steve@telepath.guru
0747.821.696,ENT,WEB,www.telepath.guru
0747.839.118,ENT,EMAIL,thomas.thysens@hotmail.com
0747.839.118,ENT,WEB,www.thomasthysens.com
0748.472.685,ENT,EMAIL,f.elmahtouchi@hotmail.com
0748.525.244,ENT,WEB,bynouchka.com/
0748.528.115,ENT,EMAIL,veerle@kove.be
0748.585.424,ENT,EMAIL,hans@inlightconsultancy.be
0748.585.424,ENT,WEB,www.inlightconsultancy.be
0748.936.307,ENT,EMAIL,info@safecare.be
0748.936.307,ENT,WEB,www.safecare.be
0748.972.731,ENT,EMAIL,jandorssemont@hotmail.com
0749.496.531,ENT,EMAIL,berendson-transport@outlook.com
0749.564.530,ENT,EMAIL,info@tomkuppens.com
0749.564.530,ENT,WEB,www.tomkuppens.com
0749.707.852,ENT,EMAIL,yoeri.laureyssens@mensura.be
0749.852.956,ENT,EMAIL,ama@amakorantengkumi.com
0749.852.956,ENT,WEB,www.amakorantengkumi.com
0749.872.950,ENT,EMAIL,enrico@fiduciaire2150.be
0750.493.750,ENT,TEL,0032473871178
0750.493.750,ENT,EMAIL,info@trevormotorcycles.com
0750.493.750,ENT,WEB,www.trevormotorcycles.com
0750.506.123,ENT,EMAIL,info.be@araco-oil.eu
0750.506.123,ENT,WEB,www.araco-oil.eu
0750.661.323,ENT,TEL,032609595
0750.661.323,ENT,EMAIL,info@vooruitzicht.be
0750.781.681,ENT,EMAIL,christophe@trustlane.be
0750.781.681,ENT,EMAIL,claudia.scd@gmail.com
0750.992.014,ENT,EMAIL,hi@toitoitoi.coffee
0750.992.014,ENT,WEB,www.toitoitoi.coffee
0751.557.087,ENT,TEL,0477955154
0751.557.087,ENT,EMAIL,f.re@i2cm.eu
0751.557.087,ENT,WEB,www.i2cm.eu
0751.862.143,ENT,EMAIL,info@h-rmonize.be
0751.862.143,ENT,WEB,www.h-rmonize.be
0751.881.642,ENT,TEL,032420550
0751.881.642,ENT,EMAIL,info@vl-holding.be
0751.881.642,ENT,WEB,www.vl-holding.be
0752.527.384,ENT,TEL,0477961235
0752.527.384,ENT,EMAIL,dries@monkeycarnival.com
0752.527.384,ENT,WEB,www.monkeycarnival.com
0752.731.579,ENT,EMAIL,info@oikio.be
0752.750.286,ENT,EMAIL,wim@pitchdrive.com
0752.773.943,ENT,EMAIL,hamed@darplus.be
0752.773.943,ENT,WEB,www.darplus.be
0752.986.254,ENT,EMAIL,info@thehostproductions.be
0752.986.254,ENT,WEB,thehostproductions.be/
0753.625.761,ENT,EMAIL,lynkcosalesbe@lynkco.com
0753.631.404,ENT,EMAIL,jeroenvw.jea@gmail.com
0753.634.273,ENT,TEL,0465433571
0753.634.273,ENT,EMAIL,info@bbac.be
0753.634.273,ENT,WEB,www.bbac.be
0753.764.036,ENT,EMAIL,Abdel.marchouhi@gmail.com
0753.812.536,ENT,EMAIL,vicky@victortax.be
0753.914.682,ENT,EMAIL,info@meta.be
0753.914.682,ENT,WEB,www.meta.be
0754.457.684,ENT,EMAIL,bartvenken@gmail.com
0754.482.925,ENT,EMAIL,hdc@bdmantwerp.be
0754.806.983,ENT,EMAIL,vincent@snpbvba.be
0754.836.380,ENT,EMAIL,hello@kabinet.legal
0754.883.989,ENT,TEL,0485911426
0754.883.989,ENT,EMAIL,jeltjepeletier@live.com
0755.494.594,ENT,EMAIL,khalidlekchiri@hotmail.com
0755.567.642,ENT,EMAIL,robin@addmore.be
0755.711.756,ENT,EMAIL,info@okono.eu
0755.781.438,ENT,EMAIL,britt@dressingcircles.com
0755.781.438,ENT,WEB,www.dressingcircles.com
0755.781.933,ENT,TEL,0465025444
0755.781.933,ENT,EMAIL,vanko2_@abv.bg
0755.889.326,ENT,EMAIL,company@metamaze.eu
0755.889.326,ENT,WEB,www.metamaze.eu
0756.451.431,ENT,EMAIL,info@bbpmusic.be
0756.451.431,ENT,WEB,www.bbpmusic.be
0756.499.139,ENT,EMAIL,fleur.vandennyden@amlnv.be
0756.508.839,ENT,TEL,032420550
0756.508.839,ENT,EMAIL,info@vl-holding.be
0756.508.839,ENT,WEB,www.vl-holding.be
0756.533.781,ENT,EMAIL,ismail@burco.be
0756.563.475,ENT,TEL,0493841853
0756.563.475,ENT,EMAIL,peter@supersauna.be
0756.632.365,ENT,EMAIL,management@bockstael.be
0756.782.518,ENT,EMAIL,robin@oreon.io
0756.938.015,ENT,EMAIL,info@buddii.be
0756.938.015,ENT,WEB,www.buddii.be
0757.458.944,ENT,EMAIL,informationbfps@gmail.com
0757.458.944,ENT,WEB,www.bfps.be
0757.494.279,ENT,TEL,0488793623
0757.494.279,ENT,EMAIL,carlospepemaldonado@yahou.com
0757.495.071,ENT,TEL,0486489721
0757.495.071,ENT,EMAIL,braat.tim@gmail.com
0757.594.249,ENT,TEL,+32489439450
0757.594.249,ENT,EMAIL,marminabv@gmail.com
0757.620.478,ENT,TEL,033366263
0757.620.478,ENT,EMAIL,thephone-repair@outlook.com
0757.620.478,ENT,WEB,www.thephonerepair.eu
0757.626.616,ENT,EMAIL,info@music-and-taste.com
0757.688.180,ENT,EMAIL,info@berniottjes.be
0757.688.180,ENT,WEB,www.berniottjes.be
0757.691.051,ENT,TEL,032420550
0757.691.051,ENT,EMAIL,eikendreef@vlaamsepoort.be
0757.691.051,ENT,EMAIL,info@vl-holding.be
0757.691.051,ENT,WEB,www.vl-holding.be
0757.816.656,ENT,EMAIL,marc.ferlet@unboxuniverse.com
0757.944.934,ENT,EMAIL,kwatroholding@gmail.com
0757.947.805,ENT,EMAIL,polygoncs.solutions@gmail.com
0758.364.113,ENT,EMAIL,info@indagen.com
0758.364.113,ENT,WEB,www.indagen.com
0758.366.982,ENT,EMAIL,info@parte.be
0758.366.982,ENT,WEB,www.parte.be
0758.445.869,ENT,EMAIL,maxim@kantoortheeus.be
0758.563.358,ENT,TEL,0470213272
0758.563.358,ENT,EMAIL,aaron@sugar-snaps.eu
0758.717.568,ENT,EMAIL,office@nextgen.be
0758.834.067,ENT,EMAIL,iva_556@hotmail.com
0758.903.353,ENT,WEB,www.madas.be
0759.487.333,ENT,TEL,034111205
0759.487.333,ENT,EMAIL,info@warusi-consulting.com
0759.487.333,ENT,WEB,www.warusi-consulting.com
0759.587.303,ENT,EMAIL,bruno@voussure.be
0759.630.358,ENT,TEL,0489899635
0759.630.358,ENT,EMAIL,wyszogrodzki@icloud.com
0759.630.358,ENT,WEB,www.hoffmannbv.be
0759.767.049,ENT,TEL,0495201069
0759.767.049,ENT,EMAIL,erwin@fmif.be
0759.885.033,ENT,EMAIL,demoriaen@hotmail.com
0760.411.110,ENT,EMAIL,jeroen.wagemans78@gmail.com
0760.533.943,ENT,WEB,www.happyyou.be
0760.570.763,ENT,EMAIL,tom.isabelle@skynet.be
0760.582.740,ENT,EMAIL,info@dewereldrepareren.be
0760.582.740,ENT,WEB,dewereldrepareren.be
0760.603.130,ENT,EMAIL,sanjasada@yahoo.com
0760.705.177,ENT,TEL,0495576467
0760.705.177,ENT,EMAIL,pal.goossens@telenet.be
0760.705.177,ENT,WEB,www.peter-goossens.be
0760.756.350,ENT,EMAIL,maarten@onecall-assistant.com
0760.756.350,ENT,WEB,onecall-assistant.com/
0760.855.924,ENT,TEL,034111205
0760.855.924,ENT,EMAIL,info@palulu-products.be
0760.855.924,ENT,WEB,www.palulu-products.com
0760.994.890,ENT,EMAIL,inovey.services@gmail.com
0761.341.815,ENT,EMAIL,yating.tang@icloud.com
0761.366.658,ENT,EMAIL,mintologybv@gmail.com
0761.623.610,ENT,EMAIL,armanirochas@gmail.com
0761.879.075,ENT,EMAIL,marnik.verdonck@gmail.com
0762.549.365,ENT,EMAIL,suleymanzeyrek1977@gmail.com
0762.577.277,ENT,EMAIL,valerie@glazoo.be
0762.609.644,ENT,EMAIL,kantoor.tubex@skynet.be
0762.668.339,ENT,EMAIL,rik@rdva.be
0762.681.997,ENT,EMAIL,info@bloomup.org
0762.681.997,ENT,WEB,www.bloomup.org
0762.746.236,ENT,TEL,0485/86.12.75
0763.364.759,ENT,EMAIL,rafroosens@icloud.com
0763.379.112,ENT,TEL,0478 938 901
0763.379.112,ENT,EMAIL,sanitosathipsangwisit@gmail.com
0763.379.112,ENT,WEB,www.thaibysanito.be
0763.507.685,ENT,EMAIL,andy.delaet@delaet.net
0763.552.029,ENT,EMAIL,alec.de.bruyn@gmail.com
0763.568.459,ENT,EMAIL,claudia_vantricht@hotmail.com
0763.570.736,ENT,EMAIL,sophievanhaasen@hotmail.com
0763.570.934,ENT,EMAIL,caroline@vertical-barre.com
0763.570.934,ENT,WEB,vertical-barre.com
0763.666.350,ENT,TEL,+32 476 69 45 80
0763.666.350,ENT,EMAIL,etl@proximus.be
0763.666.350,ENT,EMAIL,peter.laurijssen@hotmail.com
0763.668.033,ENT,EMAIL,matthias.vanhoutteghem@gmail.com
0763.752.957,ENT,TEL,0473869799
0763.752.957,ENT,EMAIL,bert.vanbeeck@trustin.technology
0763.809.969,ENT,EMAIL,miogallery@gmail.com
0763.809.969,ENT,WEB,mio-gallery.com/
0763.832.537,ENT,EMAIL,info@eatmyoester.be
0763.832.537,ENT,WEB,www.eatmyoester.be
0763.946.165,ENT,EMAIL,info@houseofbratz.be
0763.946.165,ENT,WEB,www.houseofbratz.be
0764.363.463,ENT,WEB,www.dystinctofficial.com/
0764.499.065,ENT,EMAIL,frederik.de.vriese@hotmail.com
0764.550.535,ENT,EMAIL,danny.mortelmans@gmail.com
0764.618.237,ENT,EMAIL,oanacuc@yahoo.com
0764.630.709,ENT,EMAIL,info@praktijkmetaphora.be
0764.630.709,ENT,WEB,www.praktijkmetaphora.be
0764.727.412,ENT,TEL,0474/83.43.81
0764.727.412,ENT,EMAIL,vanlaerebenny@gmail.com
0765.290.606,ENT,EMAIL,info@willywagtail.be
0765.290.606,ENT,WEB,www.willywagtail.be
0765.732.252,ENT,EMAIL,info@instituteforsales.eu
0765.732.252,ENT,WEB,www.instituteforsales.eu
0765.776.002,ENT,TEL,0477229841
0765.776.002,ENT,EMAIL,info@artsailing.be
0765.776.002,ENT,WEB,www.Artsailing.be
0765.809.852,ENT,EMAIL,info@advocaatbiebuyck.be
0765.809.852,ENT,WEB,www.advocaatbiebuyck.be
0765.882.504,ENT,EMAIL,info@ypherentals.be
0766.278.224,ENT,EMAIL,info@cordondoffee.be
0766.278.224,ENT,WEB,www.cordoncoffee.be
0766.374.234,ENT,TEL,+32 38900016
0766.374.234,ENT,EMAIL,hello@giveme.media
0766.374.234,ENT,WEB,giveme.media/
0766.400.760,ENT,EMAIL,info@fromwastetowind.com
0766.400.760,ENT,WEB,www.fromwastetowind.com
0766.434.117,ENT,TEL,032577302
0766.434.117,ENT,EMAIL,info@poot-architectuur.be
0766.519.437,ENT,EMAIL,ct-brand@outlook.com
0766.825.679,ENT,EMAIL,info@sndq.be
0766.825.679,ENT,WEB,www.sndq.be
0766.831.421,ENT,TEL,032336133
0766.831.421,ENT,EMAIL,dirk@remy.be
0766.878.832,ENT,EMAIL,sas1@skynet.be
0766.938.418,ENT,EMAIL,vincent.vermeulen4@telenet.be
0767.512.302,ENT,EMAIL,marc.van.opstal@amadys.be
0767.546.548,ENT,EMAIL,info@ProfitX2.com
0767.546.548,ENT,WEB,www.profitx2.com
0767.623.059,ENT,EMAIL,claeysandres@icloud.com
0767.674.430,ENT,EMAIL,info@copiacatenasolutions.com
0767.674.430,ENT,WEB,www.copiacatenasolutions.com
0767.674.628,ENT,TEL,0497472960
0767.674.628,ENT,EMAIL,lauradesomer@gmail.com
0767.822.997,ENT,EMAIL,capricornsstudios@hotmail.com
0767.822.997,ENT,WEB,capricornsstudios.com/
0767.977.011,ENT,EMAIL,hernan.vg@hotmail.com
0768.599.393,ENT,TEL,03/257.04.89
0768.620.674,ENT,TEL,03/257.04.89
0768.620.971,ENT,TEL,03/257.04.89
0768.621.070,ENT,TEL,03/257.04.89
0768.621.169,ENT,TEL,03/2570489
0768.621.268,ENT,TEL,02/2570489
0768.621.466,ENT,TEL,03/257.04.89
0768.704.907,ENT,WEB,www.cookiele.com
0768.731.631,ENT,EMAIL,thelist.emmanuel@gmail.com
0768.761.127,ENT,TEL,0489425372
0768.761.127,ENT,EMAIL,claudio@gobogavantes.com
0768.765.283,ENT,EMAIL,info@alsc.be
0768.765.283,ENT,WEB,alsc.be
0768.928.601,ENT,TEL,0494/588133
0768.928.601,ENT,EMAIL,showoff@kakadu-media.ca
0769.315.710,ENT,EMAIL,wim@koolcooking.be
0769.315.710,ENT,WEB,www.koolcooking.be
0769.347.184,ENT,WEB,www.roundplussquare.com
0769.410.334,ENT,EMAIL,stevenrymenans@gmail.com
0769.515.747,ENT,EMAIL,foundation@dentius.be
0769.524.061,ENT,TEL,0489339543
